RowNumber,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15007339,Cust07339,686,Germany,Female,37,2,55193.88,2,0,0,153.85,1
15007340,Cust07340,754,Germany,Female,50,10,110688.45,1,1,0,44.37,1
15007341,Cust07341,653,France,Female,25,9,0.0,3,1,1,40.46,0
15007342,Cust07342,633,Spain,Male,51,6,79606.03,2,1,0,116.28,1
15007343,Cust07343,721,Germany,Male,24,3,110960.66,1,1,0,39.24,0
15007344,Cust07344,636,Germany,Male,56,2,23520.45,2,1,1,71.95,1
15007345,Cust07345,569,Spain,Male,52,4,186325.81,2,1,0,106.32,0
15007346,Cust07346,661,France,Female,29,7,125760.66,1,0,1,114.86,0
15007347,Cust07347,550,Germany,Female,40,9,19111.72,3,0,1,171.36,1
15007348,Cust07348,600,France,Male,44,2,83892.47,4,1,1,24.73,0
15007349,Cust07349,737,France,Male,33,0,89664.53,2,1,1,182.35,1
15007350,Cust07350,533,Germany,Male,38,9,46223.99,2,0,1,181.4,0
15007351,Cust07351,599,France,Male,41,8,46393.15,2,0,1,106.28,0
15007352,Cust07352,567,France,Male,40,4,336.83,2,1,0,122.21,1
15007353,Cust07353,781,France,Female,32,3,153171.06,1,0,0,149.53,0
15007354,Cust07354,634,Spain,Female,20,10,45492.71,2,1,0,197.34,0
15007355,Cust07355,615,France,Male,48,0,117583.76,2,0,0,34.47,1
15007356,Cust07356,750,France,Female,42,8,254965.98,1,0,1,132.56,1
15007357,Cust07357,636,Spain,Male,43,10,3812.67,2,1,1,19.15,0
15007358,Cust07358,488,France,Female,34,9,63955.21,1,1,1,168.18,0
15007359,Cust07359,697,Germany,Male,24,3,103189.88,1,1,0,142.21,1
15007360,Cust07360,643,Germany,Female,42,5,116350.78,1,1,1,36.29,0
15007361,Cust07361,639,France,Female,33,4,93911.5,1,1,0,105.97,0
15007362,Cust07362,649,France,Male,46,4,15222.71,2,1,0,169.27,0
15007363,Cust07363,718,Spain,Male,39,0,70914.14,1,0,0,133.89,1
15007364,Cust07364,850,Germany,Female,53,3,0.0,3,0,0,84.06,0
15007365,Cust07365,850,Germany,Male,34,1,64246.8,2,1,1,195.39,0
15007366,Cust07366,721,France,Female,37,0,16554.16,4,1,1,157.68,1
15007367,Cust07367,614,France,Male,43,2,42193.03,1,0,0,89.84,1
15007368,Cust07368,599,Spain,Female,41,1,0.0,2,1,0,44.37,0
15007369,Cust07369,568,Spain,Female,45,2,74610.5,1,0,1,135.25,0
15007370,Cust07370,548,France,Female,32,3,212772.77,1,0,0,90.39,0
15007371,Cust07371,845,Germany,Female,47,7,28302.53,2,1,0,29.61,1
15007372,Cust07372,759,France,Male,48,2,101128.01,1,1,1,50.09,1
15007373,Cust07373,561,France,Female,37,8,213661.81,1,1,0,182.91,0
15007374,Cust07374,641,France,Female,54,8,108220.14,1,0,1,56.1,0
15007375,Cust07375,688,Germany,Female,40,6,25377.39,2,1,1,184.72,1
15007376,Cust07376,667,France,Male,48,1,0.0,2,0,0,52.66,0
15007377,Cust07377,711,Spain,Female,57,10,118194.13,1,0,1,50.36,0
15007378,Cust07378,604,Germany,Male,55,1,23697.42,1,0,0,126.73,1
15007379,Cust07379,555,Spain,Male,51,5,187361.14,2,1,0,74.88,0
15007380,Cust07380,763,France,Female,23,0,77180.8,2,0,0,103.59,0
15007381,Cust07381,799,France,Male,22,6,83880.63,2,1,1,147.28,1
15007382,Cust07382,724,France,Female,32,8,38957.79,2,1,1,88.31,0
15007383,Cust07383,711,Spain,Female,40,1,67427.09,2,0,0,135.29,0
15007384,Cust07384,612,Spain,Female,20,0,115905.62,1,0,0,153.28,0
15007385,Cust07385,609,Germany,Female,35,7,60588.25,1,0,0,194.42,1
15007386,Cust07386,653,Spain,Male,40,3,123155.37,1,0,1,102.42,0
15007387,Cust07387,534,France,Male,22,4,0.0,2,0,1,32.26,0
15007388,Cust07388,575,France,Female,44,8,102725.85,2,1,0,25.65,0
15007389,Cust07389,657,Spain,Male,39,4,52539.11,2,0,0,122.19,0
15007390,Cust07390,658,Spain,Female,61,8,126986.38,2,0,0,165.51,1
15007391,Cust07391,760,France,Female,54,1,71501.15,2,0,0,87.99,1
15007392,Cust07392,695,France,Male,35,7,179435.29,2,1,0,31.35,0
15007393,Cust07393,688,France,Male,43,6,168358.17,2,1,1,95.68,0
15007394,Cust07394,534,France,Male,35,10,33056.31,4,1,0,80.89,0
15007395,Cust07395,597,Germany,Male,24,8,147263.92,1,1,1,18.82,0
15007396,Cust07396,582,France,Female,29,4,115338.89,2,0,1,44.27,0
15007397,Cust07397,723,France,Female,19,7,0.0,2,0,0,193.69,0
15007398,Cust07398,501,Germany,Female,36,3,0.0,2,1,0,67.52,1
15007399,Cust07399,648,Germany,Male,62,6,152432.62,1,1,1,57.9,0
15007400,Cust07400,688,France,Male,54,3,157489.46,1,0,0,12.33,0
15007401,Cust07401,670,Spain,Female,43,6,65605.39,4,1,0,133.63,0
15007402,Cust07402,578,France,Female,41,8,78729.41,2,1,1,16.29,0
15007403,Cust07403,640,Germany,Male,36,4,9068.97,2,1,1,191.43,1
15007404,Cust07404,697,Germany,Male,18,6,3095.43,1,1,1,83.63,0
15007405,Cust07405,713,Spain,Male,45,10,49566.93,1,1,1,164.34,0
15007406,Cust07406,791,France,Female,45,1,31045.35,4,0,0,97.83,1
15007407,Cust07407,501,France,Male,35,8,23713.77,2,0,1,40.99,0
15007408,Cust07408,560,Germany,Male,28,5,162155.73,2,1,0,124.24,0
15007409,Cust07409,756,Germany,Male,47,5,77502.0,2,1,0,28.2,1
15007410,Cust07410,557,France,Female,51,0,0.0,2,0,0,190.67,1
15007411,Cust07411,601,Germany,Female,32,8,29190.22,1,1,0,105.86,0
15007412,Cust07412,622,Spain,Male,46,0,44723.29,2,0,1,40.81,0
15007413,Cust07413,651,France,Female,26,8,25536.27,1,0,0,182.12,0
15007414,Cust07414,629,France,Male,47,3,73175.23,3,0,0,11.56,1
15007415,Cust07415,700,France,Male,43,3,103475.92,2,1,1,101.27,0
15007416,Cust07416,591,Germany,Male,22,1,123595.33,2,0,1,60.85,0
15007417,Cust07417,713,Spain,Male,36,5,0.0,2,1,0,144.26,0
15007418,Cust07418,735,Germany,Male,50,9,105.22,1,0,0,129.41,0
15007419,Cust07419,578,France,Male,54,4,0.0,1,1,0,23.39,0
15007420,Cust07420,639,Germany,Male,20,8,188589.38,2,1,1,111.82,0
15007421,Cust07421,636,Spain,Female,48,2,72265.29,1,1,0,82.88,0
15007422,Cust07422,731,France,Female,38,10,52137.29,3,0,1,69.68,0
15007423,Cust07423,467,France,Male,41,9,0.0,1,1,0,25.88,0
15007424,Cust07424,756,Spain,Female,41,4,114359.56,2,1,0,83.41,0
15007425,Cust07425,578,France,Male,61,4,0.0,1,0,1,155.94,0
15007426,Cust07426,599,France,Female,44,0,8683.98,2,1,1,67.87,0
15007427,Cust07427,790,France,Female,40,2,160326.94,1,0,1,75.57,0
15007428,Cust07428,644,Germany,Female,45,0,30672.24,1,0,0,77.99,0
15007429,Cust07429,830,France,Female,19,1,147488.07,1,0,0,92.94,1
15007430,Cust07430,645,France,Female,25,3,57982.11,2,0,0,119.2,0
15007431,Cust07431,670,France,Female,47,6,93945.76,1,1,1,156.45,0
15007432,Cust07432,607,France,Female,21,7,70301.16,3,0,0,55.58,1
15007433,Cust07433,601,France,Male,26,3,20167.09,1,0,0,191.15,0
15007434,Cust07434,734,Germany,Female,34,6,114339.37,2,1,0,34.69,0
15007435,Cust07435,518,France,Male,34,0,49186.27,2,1,1,152.25,0
15007436,Cust07436,554,France,Female,39,1,3747.67,2,0,0,173.31,0
15007437,Cust07437,616,France,Male,50,9,31007.57,2,1,1,43.74,0
15007438,Cust07438,576,France,Male,37,9,603.88,2,0,0,167.23,0
15007439,Cust07439,754,France,Female,56,6,116798.32,2,0,1,164.64,0
15007440,Cust07440,748,France,Male,32,0,213127.28,4,0,0,98.86,0
15007441,Cust07441,612,France,Female,39,5,119357.21,1,0,1,12.06,0
15007442,Cust07442,558,France,Female,45,6,35413.22,2,0,1,105.83,0
15007443,Cust07443,601,Germany,Female,30,5,187207.63,1,0,0,129.53,1
15007444,Cust07444,740,France,Male,49,8,121147.39,1,0,1,118.42,1
15007445,Cust07445,465,France,Male,18,10,123444.68,2,1,0,88.02,0
15007446,Cust07446,745,Spain,Male,28,0,31611.3,2,0,0,143.13,0
15007447,Cust07447,734,France,Male,34,2,64829.75,1,1,1,183.96,0
15007448,Cust07448,683,France,Female,27,9,44779.4,3,1,1,22.46,0
15007449,Cust07449,734,France,Male,41,4,193668.92,1,1,1,191.59,0
15007450,Cust07450,623,Spain,Male,64,7,0.0,1,1,1,35.85,0
15007451,Cust07451,752,France,Female,49,10,30979.17,2,1,1,22.58,0
15007452,Cust07452,743,France,Male,43,4,22717.06,1,0,1,182.48,0
15007453,Cust07453,744,Spain,Female,26,1,94163.85,1,0,0,33.12,0
15007454,Cust07454,560,France,Male,42,5,85652.49,1,1,1,23.71,0
15007455,Cust07455,661,France,Male,43,4,0.0,1,1,1,51.55,0
15007456,Cust07456,703,France,Female,26,3,135210.84,2,0,0,173.95,1
15007457,Cust07457,640,Spain,Female,44,2,55420.14,2,1,0,82.26,0
15007458,Cust07458,495,Spain,Female,50,7,104115.54,2,1,0,61.63,0
15007459,Cust07459,771,France,Male,28,10,0.0,2,1,1,55.09,0
15007460,Cust07460,701,France,Male,42,2,62998.65,2,1,0,18.75,0
15007461,Cust07461,667,France,Male,43,8,172335.41,2,1,0,78.7,0
15007462,Cust07462,652,France,Male,29,4,231267.64,2,0,0,16.0,0
15007463,Cust07463,674,Spain,Female,28,9,4421.17,1,1,1,75.48,0
15007464,Cust07464,584,France,Female,39,6,117142.39,2,0,0,195.15,0
15007465,Cust07465,674,Germany,Female,24,9,113522.38,1,1,1,151.22,1
15007466,Cust07466,715,Germany,Female,34,5,59374.78,2,0,0,161.1,0
15007467,Cust07467,637,France,Male,27,4,0.0,4,1,1,129.48,1
15007468,Cust07468,654,Spain,Female,40,7,0.0,2,0,1,86.3,1
15007469,Cust07469,653,Spain,Male,56,0,67409.44,3,0,0,99.35,0
15007470,Cust07470,652,France,Male,34,1,18118.33,1,0,0,129.16,1
15007471,Cust07471,659,France,Female,41,9,10506.99,2,0,1,54.77,0
15007472,Cust07472,649,Spain,Female,56,5,70906.34,1,1,0,52.24,1
15007473,Cust07473,605,Spain,Male,29,8,37243.02,1,0,0,129.34,1
15007474,Cust07474,665,Spain,Male,50,8,19306.18,2,0,1,92.72,0
15007475,Cust07475,649,Germany,Female,31,9,32001.69,2,1,0,94.9,0
15007476,Cust07476,628,France,Female,31,3,79840.1,1,1,1,186.52,0
15007477,Cust07477,662,Germany,Female,32,2,131442.93,2,0,1,35.86,1
15007478,Cust07478,602,France,Female,33,6,113854.99,2,1,1,115.37,0
15007479,Cust07479,725,Germany,Male,28,9,135082.61,1,1,0,153.39,0
15007480,Cust07480,724,France,Male,25,0,10295.42,2,0,1,33.41,0
15007481,Cust07481,696,Spain,Female,24,8,92923.35,2,1,0,148.21,0
15007482,Cust07482,553,France,Female,42,6,85596.43,3,0,0,12.14,1
15007483,Cust07483,782,Spain,Female,26,2,53769.93,2,0,0,39.89,0
15007484,Cust07484,617,Spain,Male,28,9,133301.31,2,0,0,17.01,1
15007485,Cust07485,662,France,Male,35,5,0.0,2,0,1,19.35,1
15007486,Cust07486,767,France,Female,53,0,27615.29,1,0,1,110.31,0
15007487,Cust07487,646,France,Male,36,7,175433.71,1,1,1,131.57,0
15007488,Cust07488,669,France,Male,43,0,77272.28,1,0,1,90.08,1
15007489,Cust07489,562,France,Female,24,8,30816.17,2,0,0,17.44,0
15007490,Cust07490,768,Germany,Female,46,6,84291.24,1,0,0,125.66,0
15007491,Cust07491,586,Germany,Male,42,2,96800.18,1,0,1,94.66,0
15007492,Cust07492,591,France,Female,18,7,154397.52,1,1,1,134.38,0
15007493,Cust07493,737,France,Female,34,4,107966.38,2,1,0,193.38,1
15007494,Cust07494,540,France,Male,41,10,25259.8,2,0,0,30.64,0
15007495,Cust07495,696,Germany,Male,28,9,42996.28,1,0,0,175.09,0
15007496,Cust07496,542,France,Male,37,2,84779.26,3,1,1,121.28,1
15007497,Cust07497,665,France,Male,38,7,84108.49,2,0,1,11.35,0
15007498,Cust07498,632,Spain,Female,59,4,97938.7,2,1,1,72.51,0
15007499,Cust07499,464,Germany,Male,38,1,130483.89,1,0,1,59.86,0
15007500,Cust07500,621,Spain,Female,40,8,177496.62,2,0,0,18.95,0
15007501,Cust07501,643,France,Male,40,6,132954.29,2,1,1,147.7,0
15007502,Cust07502,806,Spain,Female,18,6,42555.58,2,1,0,148.9,0
15007503,Cust07503,765,Germany,Male,46,3,81082.09,2,1,1,130.45,1
15007504,Cust07504,652,France,Male,44,7,111761.13,1,0,1,32.78,0
15007505,Cust07505,678,Spain,Female,22,4,17827.91,1,0,0,124.63,1
15007506,Cust07506,787,Germany,Male,21,8,189578.04,3,0,1,40.42,1
15007507,Cust07507,648,Germany,Female,18,9,0.0,3,0,1,57.39,0
15007508,Cust07508,741,Germany,Male,18,10,119716.23,2,1,1,57.81,0
15007509,Cust07509,521,Spain,Male,32,5,59141.97,1,0,1,11.03,0
15007510,Cust07510,639,France,Male,42,1,98051.99,2,1,0,13.38,0
15007511,Cust07511,644,Germany,Male,46,8,102682.62,2,0,0,38.36,0
15007512,Cust07512,584,France,Male,39,2,168939.96,1,0,1,97.85,0
15007513,Cust07513,828,Germany,Male,41,4,0.0,1,0,1,199.17,1
15007514,Cust07514,728,Germany,Male,18,4,36870.66,2,0,1,105.98,0
15007515,Cust07515,672,Germany,Male,43,1,33924.38,3,0,0,89.55,0
15007516,Cust07516,623,France,Male,45,6,85349.53,2,1,1,117.66,0
15007517,Cust07517,635,Germany,Male,49,7,162592.5,3,0,0,61.63,1
15007518,Cust07518,637,France,Female,42,0,117876.24,1,1,1,39.77,1
15007519,Cust07519,603,Germany,Male,27,2,109523.08,2,0,1,184.34,1
15007520,Cust07520,594,Germany,Male,47,10,79803.62,4,1,1,178.99,0
15007521,Cust07521,850,Spain,Female,25,6,45181.99,2,1,1,50.79,0
15007522,Cust07522,619,France,Female,42,6,150068.91,2,0,1,17.2,0
15007523,Cust07523,729,Spain,Male,24,0,63001.08,1,0,0,191.47,1
15007524,Cust07524,389,Germany,Female,30,4,55049.87,1,1,1,47.63,0
15007525,Cust07525,398,France,Female,78,3,84826.52,2,0,0,53.52,0
15007526,Cust07526,717,France,Male,63,3,96842.62,2,0,0,50.45,0
15007527,Cust07527,649,France,Male,40,4,2471.58,1,0,1,166.25,0
15007528,Cust07528,528,France,Female,31,5,42893.57,2,1,1,85.87,1
15007529,Cust07529,731,Spain,Male,47,0,0.0,1,1,0,57.62,0
15007530,Cust07530,812,France,Female,40,2,55048.13,2,1,1,116.25,0
15007531,Cust07531,701,France,Male,59,10,90704.85,3,1,0,164.54,1
15007532,Cust07532,488,France,Female,44,3,43507.7,1,1,1,170.72,0
15007533,Cust07533,586,Spain,Male,22,10,223706.78,1,1,1,171.17,0
15007534,Cust07534,657,France,Female,24,1,112152.71,3,0,0,152.89,0
15007535,Cust07535,648,Germany,Male,43,3,55142.59,2,1,1,64.47,0
15007536,Cust07536,530,Spain,Female,19,0,0.0,1,0,0,24.46,1
15007537,Cust07537,652,France,Female,39,1,68084.15,2,1,0,83.93,0
15007538,Cust07538,659,France,Female,22,4,52497.06,4,1,0,124.74,1
15007539,Cust07539,686,Germany,Female,49,3,72923.04,1,1,0,145.96,1
15007540,Cust07540,673,France,Male,46,6,175133.17,1,1,1,19.32,1
15007541,Cust07541,532,France,Male,27,1,56190.35,2,0,1,107.5,0
15007542,Cust07542,744,Spain,Female,23,5,85283.43,1,0,1,132.9,0
15007543,Cust07543,556,France,Female,50,9,155347.67,2,0,1,115.17,0
15007544,Cust07544,665,Germany,Male,21,1,126909.58,2,0,0,70.67,0
15007545,Cust07545,562,Spain,Female,45,5,18394.77,2,1,0,126.14,0
15007546,Cust07546,619,Germany,Male,47,9,148626.88,2,0,0,142.32,0
15007547,Cust07547,688,France,Female,31,9,114778.74,2,0,1,45.75,0
15007548,Cust07548,691,France,Female,57,1,113512.18,2,1,1,116.31,0
15007549,Cust07549,612,France,Female,41,10,0.0,1,1,1,167.67,0
15007550,Cust07550,544,France,Male,45,6,0.0,2,0,1,30.69,0
15007551,Cust07551,620,Spain,Male,48,0,183334.21,1,1,0,119.77,0
15007552,Cust07552,646,Spain,Female,29,5,117927.39,1,0,1,164.54,0
15007553,Cust07553,606,Spain,Male,51,8,0.0,2,0,1,122.26,0
15007554,Cust07554,560,Germany,Male,31,1,111701.72,2,0,1,186.8,0
15007555,Cust07555,681,France,Female,22,7,44993.3,2,0,1,52.88,1
15007556,Cust07556,671,Spain,Male,28,2,109060.87,3,0,0,152.06,1
15007557,Cust07557,598,France,Female,33,7,23055.4,2,0,0,76.12,1
15007558,Cust07558,631,France,Male,33,7,86510.22,2,1,0,102.99,0
15007559,Cust07559,648,France,Female,33,1,148015.04,2,0,1,31.8,0
15007560,Cust07560,672,France,Male,42,0,0.0,2,0,0,85.69,1
15007561,Cust07561,619,Germany,Male,46,1,0.0,1,0,1,79.85,0
15007562,Cust07562,614,France,Male,37,10,58723.41,2,0,1,122.33,0
15007563,Cust07563,515,Spain,Male,27,9,146176.19,1,1,0,41.85,0
15007564,Cust07564,718,France,Female,42,6,163167.53,3,1,1,62.21,1
15007565,Cust07565,591,Spain,Female,36,6,181847.71,2,0,1,96.86,0
15007566,Cust07566,816,Spain,Male,44,3,16929.71,3,1,1,39.77,0
15007567,Cust07567,632,Germany,Male,26,4,129834.87,2,0,0,72.4,0
15007568,Cust07568,603,Spain,Male,47,8,71059.14,2,0,0,122.69,0
15007569,Cust07569,544,France,Female,48,1,97921.08,2,1,0,123.3,1
15007570,Cust07570,525,France,Male,33,6,54319.9,2,0,1,134.43,0
15007571,Cust07571,677,Spain,Female,36,6,85307.31,1,1,1,35.39,0
15007572,Cust07572,652,Spain,Female,21,10,0.0,3,1,1,58.58,0
15007573,Cust07573,812,France,Male,18,0,79131.3,3,1,0,196.22,0
15007574,Cust07574,644,France,Male,37,3,0.0,2,0,1,143.4,0
15007575,Cust07575,564,Germany,Male,60,4,83384.24,2,1,0,97.92,0
15007576,Cust07576,537,Spain,Female,33,7,52212.71,2,1,1,182.27,0
15007577,Cust07577,594,France,Female,47,4,112229.86,2,0,1,101.29,1
15007578,Cust07578,528,Germany,Male,29,2,0.0,1,0,0,90.19,0
15007579,Cust07579,531,Spain,Female,37,10,47606.91,2,0,0,196.28,0
15007580,Cust07580,684,Germany,Male,52,9,122347.17,2,1,1,38.61,0
15007581,Cust07581,700,Germany,Female,49,6,61844.6,2,0,0,115.74,0
15007582,Cust07582,620,Spain,Female,54,10,0.0,1,0,0,18.24,1
15007583,Cust07583,487,France,Male,42,5,113923.51,2,0,1,119.33,0
15007584,Cust07584,708,France,Female,37,4,151222.57,2,1,0,100.77,0
15007585,Cust07585,511,Germany,Female,40,8,47174.9,2,1,0,151.38,1
15007586,Cust07586,686,France,Male,41,4,0.0,2,1,1,112.91,0
15007587,Cust07587,628,France,Female,27,0,69817.81,3,1,0,45.57,1
15007588,Cust07588,585,France,Female,34,7,28553.0,1,0,1,60.8,0
15007589,Cust07589,730,Spain,Male,46,1,111565.92,2,0,0,72.82,0
15007590,Cust07590,553,France,Female,32,6,140302.76,1,0,0,128.92,0
15007591,Cust07591,690,France,Male,48,0,0.0,1,1,0,198.61,0
15007592,Cust07592,850,France,Male,35,8,0.0,2,0,0,71.6,1
15007593,Cust07593,624,France,Female,52,0,116114.25,1,0,1,100.24,0
15007594,Cust07594,737,Germany,Male,33,7,64810.6,1,0,1,139.46,0
15007595,Cust07595,768,France,Male,21,4,96610.33,1,1,1,88.91,0
15007596,Cust07596,699,France,Male,23,3,44715.26,2,1,1,197.11,0
15007597,Cust07597,602,France,Female,30,9,83784.0,1,1,1,57.67,0
15007598,Cust07598,649,Spain,Female,27,3,123067.55,1,1,1,139.3,0
15007599,Cust07599,707,France,Male,31,7,513.58,3,1,0,73.34,1
15007600,Cust07600,627,Germany,Female,36,10,57385.17,1,0,1,84.8,0
15007601,Cust07601,556,France,Female,37,0,105560.22,2,1,1,57.75,0
15007602,Cust07602,767,Spain,Female,41,7,58511.37,2,0,0,24.64,0
15007603,Cust07603,660,France,Female,23,2,80607.4,1,1,1,22.61,0
15007604,Cust07604,650,Spain,Female,18,3,169690.99,1,0,0,155.67,0
15007605,Cust07605,730,France,Female,43,1,40212.27,2,1,0,154.51,0
15007606,Cust07606,521,France,Male,42,9,99354.05,1,1,1,153.53,0
15007607,Cust07607,547,Germany,Male,29,2,128696.46,3,0,0,110.74,1
15007608,Cust07608,731,Spain,Male,30,2,69063.43,1,1,0,194.25,0
15007609,Cust07609,611,France,Female,42,0,34833.22,2,0,0,59.33,0
15007610,Cust07610,565,France,Male,25,6,85757.53,2,0,0,111.14,0
15007611,Cust07611,732,Germany,Female,40,2,97358.86,1,0,0,99.18,0
15007612,Cust07612,532,France,Female,28,1,68423.54,1,0,1,187.11,0
15007613,Cust07613,711,Spain,Male,26,8,0.0,2,0,0,87.69,0
15007614,Cust07614,598,France,Male,37,8,0.0,1,0,0,100.97,1
15007615,Cust07615,749,France,Female,20,9,49942.51,1,1,1,193.44,0
15007616,Cust07616,773,Spain,Female,23,0,86492.85,2,0,0,36.98,0
15007617,Cust07617,771,Spain,Male,37,3,96986.24,1,1,0,47.94,1
15007618,Cust07618,662,France,Male,28,1,119750.65,3,0,1,135.57,0
15007619,Cust07619,679,Spain,Female,27,2,146780.95,2,1,0,135.47,0
15007620,Cust07620,732,Spain,Male,38,9,4425.72,1,1,1,179.03,0
15007621,Cust07621,626,France,Female,44,8,54794.31,1,0,0,121.63,0
15007622,Cust07622,605,France,Female,53,6,17170.75,2,0,1,30.48,1
15007623,Cust07623,739,France,Female,45,0,137334.99,1,1,1,27.71,0
15007624,Cust07624,661,Spain,Female,41,3,0.0,1,0,0,142.8,0
15007625,Cust07625,707,Germany,Female,35,2,135130.1,2,0,1,172.67,0
15007626,Cust07626,650,Spain,Male,43,6,46121.52,2,0,0,198.07,0
15007627,Cust07627,460,France,Female,48,2,71977.46,3,1,1,152.48,0
15007628,Cust07628,656,Spain,Female,41,4,43999.02,2,0,1,104.33,0
15007629,Cust07629,492,France,Female,46,1,14052.08,1,1,1,157.08,0
15007630,Cust07630,535,France,Female,43,2,93970.08,2,0,0,87.56,0
15007631,Cust07631,617,Spain,Female,28,4,133246.89,2,0,1,12.15,0
15007632,Cust07632,607,France,Female,52,5,30279.98,3,1,1,132.41,1
15007633,Cust07633,672,Germany,Female,31,2,195864.14,2,0,1,55.45,0
15007634,Cust07634,563,France,Female,26,6,137125.75,1,0,0,148.13,0
15007635,Cust07635,530,Germany,Male,32,0,11537.46,1,1,1,151.78,0
15007636,Cust07636,501,France,Female,47,8,56129.62,3,0,1,34.08,0
15007637,Cust07637,642,Spain,Male,30,6,123942.51,1,0,0,113.72,1
15007638,Cust07638,532,Germany,Male,28,0,41074.09,2,0,0,44.57,1
15007639,Cust07639,615,France,Male,46,9,128490.9,2,0,0,89.43,0
15007640,Cust07640,773,Spain,Male,31,5,0.0,1,0,0,106.51,0
15007641,Cust07641,571,Germany,Female,26,2,154007.35,1,1,1,129.21,0
15007642,Cust07642,529,France,Male,28,2,191068.03,2,0,0,25.22,1
15007643,Cust07643,648,France,Male,44,10,110316.36,3,0,1,198.57,0
15007644,Cust07644,728,Germany,Male,28,5,37188.94,2,0,1,109.54,0
15007645,Cust07645,628,Spain,Female,35,3,47290.84,1,0,0,196.96,1
15007646,Cust07646,719,France,Male,47,8,20704.74,1,1,1,176.62,0
15007647,Cust07647,518,France,Female,42,8,56603.51,1,0,1,127.42,1
15007648,Cust07648,526,France,Female,26,2,28269.55,1,0,1,177.34,0
15007649,Cust07649,639,France,Male,42,8,44467.86,1,1,0,55.93,0
15007650,Cust07650,630,France,Female,29,6,61516.99,3,0,1,84.99,0
15007651,Cust07651,624,France,Female,35,1,52269.12,1,1,0,191.09,0
15007652,Cust07652,749,Spain,Male,47,3,149394.17,1,1,0,66.55,0
15007653,Cust07653,573,Spain,Male,44,1,106349.16,1,1,1,61.73,0
15007654,Cust07654,685,France,Male,42,2,7619.3,4,1,1,107.53,0
15007655,Cust07655,581,France,Female,48,10,63981.35,2,1,1,111.53,0
15007656,Cust07656,545,France,Female,43,7,27839.3,2,1,0,31.03,1
15007657,Cust07657,632,Germany,Male,49,10,83964.47,2,0,0,91.53,1
15007658,Cust07658,600,France,Male,38,5,91169.67,2,0,1,17.3,0
15007659,Cust07659,566,France,Female,22,10,72113.69,1,1,1,123.0,0
15007660,Cust07660,742,Germany,Male,39,10,28290.84,2,0,1,132.04,1
15007661,Cust07661,638,France,Female,27,4,114590.5,1,0,0,154.02,0
15007662,Cust07662,593,Spain,Female,47,9,0.0,1,0,0,57.23,0
15007663,Cust07663,702,France,Female,48,1,152325.59,2,0,1,24.86,0
15007664,Cust07664,593,France,Male,40,4,174462.16,1,0,1,25.08,0
15007665,Cust07665,715,France,Male,25,1,119181.94,2,0,0,41.82,0
15007666,Cust07666,700,France,Female,39,3,44645.68,2,0,1,141.49,0
15007667,Cust07667,716,France,Female,38,5,46747.75,2,1,0,71.15,0
15007668,Cust07668,588,Spain,Male,41,10,0.0,2,1,1,199.83,1
15007669,Cust07669,424,France,Male,38,5,0.0,1,0,1,125.55,0
15007670,Cust07670,638,Germany,Male,31,10,24309.53,2,1,1,42.8,0
15007671,Cust07671,582,France,Male,29,0,60918.93,4,1,1,157.47,1
15007672,Cust07672,558,France,Male,34,0,128129.38,3,1,1,111.45,0
15007673,Cust07673,617,Spain,Male,20,3,75811.37,3,0,0,161.87,1
15007674,Cust07674,722,Spain,Male,21,6,0.0,2,1,0,117.42,0
15007675,Cust07675,651,Germany,Male,30,0,113940.81,1,0,1,193.42,0
15007676,Cust07676,535,Spain,Male,37,10,184157.38,3,1,0,27.71,0
15007677,Cust07677,695,France,Female,49,1,118141.82,1,0,1,123.14,0
15007678,Cust07678,616,France,Male,34,5,96864.09,2,0,1,164.3,0
15007679,Cust07679,493,Spain,Female,38,9,90970.05,1,1,0,64.26,0
15007680,Cust07680,657,France,Female,50,6,123220.96,1,1,1,138.75,0
15007681,Cust07681,547,Germany,Female,23,7,108745.02,3,0,0,148.05,0
15007682,Cust07682,667,France,Male,27,0,171098.4,2,1,0,85.05,1
15007683,Cust07683,691,France,Female,47,0,23208.74,2,0,0,118.2,0
15007684,Cust07684,617,Germany,Male,37,7,116708.94,2,0,0,104.34,0
15007685,Cust07685,850,France,Female,40,8,174825.06,2,0,0,181.13,1
15007686,Cust07686,746,France,Female,31,1,0.0,2,0,0,83.23,0
15007687,Cust07687,561,Spain,Female,42,4,70052.92,1,1,1,32.04,0
15007688,Cust07688,775,Spain,Male,20,0,212899.66,1,0,1,28.86,0
15007689,Cust07689,712,Germany,Female,28,7,92596.62,1,1,1,27.73,0
15007690,Cust07690,569,France,Female,51,7,128456.44,2,1,0,41.6,0
15007691,Cust07691,773,France,Male,59,1,170364.2,4,1,0,50.69,0
15007692,Cust07692,802,Spain,Male,44,5,107815.63,1,1,1,178.31,0
15007693,Cust07693,658,France,Female,36,2,202965.25,2,1,1,53.88,0
15007694,Cust07694,658,Germany,Female,49,3,47806.5,2,0,1,123.33,0
15007695,Cust07695,709,France,Female,44,7,66646.62,1,0,1,65.49,0
15007696,Cust07696,700,France,Male,68,1,84681.72,2,1,1,59.26,0
15007697,Cust07697,715,France,Female,31,5,0.0,2,0,0,147.31,0
